entityName,employeeCount,source.name,source.url,collectedAt
Inkeep,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/inkeep,2026-09-04T11:46:04.971845
Iliad,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/iliad,2026-09-04T11:46:04.962851
Wild Moose,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/wild-moose,2026-09-04T11:46:04.997398
Velos,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/velos,2026-09-04T11:46:05.001396
Floworks,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/floworks,2026-09-04T11:46:04.967866
ShortLoop,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/shortloop,2026-09-04T11:46:05.051944
Zensors,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/zensors-inc,2026-09-04T11:46:00.985993
Booth AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/booth-ai,2026-09-04T11:46:05.067951
EzDubs,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/ezdubs,2026-09-04T11:46:05.068951
Backdrop,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/backdrop,2026-09-04T11:46:04.422271
Magicflow 𐂂,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/magicflow,2026-09-04T11:46:05.129046
KV Cash,,YC OSS Startup Directory,https://www.ycombinator.com/companies/kv-cash,2026-09-04T11:46:05.117042
TableFlow,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/tableflow,2026-09-04T11:46:05.108987
Variance,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/variance,2026-09-04T11:46:05.173044
Fintool,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/fintool,2026-09-04T11:46:05.195901
Orchid,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/orchid,2026-09-04T11:46:05.145043
FactIQ,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/factiq,2026-09-04T11:46:05.213907
SensorSurf,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/sensorsurf,2026-09-04T11:46:05.239905
Sage AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/sage-ai,2026-09-04T11:46:05.251910
Sherloq,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/sherloq,2026-09-04T11:46:05.289023
Fairway Health,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/fairway-health,2026-09-04T11:46:05.265906
Shortbread,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/shortbread,2026-09-04T11:46:05.280920
Hippo Scribe,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/hippo-scribe,2026-09-04T11:46:05.336893
Finic,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/finic,2026-09-04T11:46:05.343547
CombineHealth,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/combinehealth,2026-09-04T11:46:05.348551
Boundary,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/boundary,2026-09-04T11:46:05.220905
Truewind,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/truewind,2026-09-04T11:46:05.358546
222,23,YC OSS Startup Directory,https://www.ycombinator.com/companies/222,2026-09-04T11:46:05.219904
Echo,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/echo,2026-09-04T11:46:05.386555
SuperKalam,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/superkalam,2026-09-04T11:46:05.395552
Retape,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/retape,2026-09-04T11:46:05.420077
Diffuse Bio,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/diffuse-bio,2026-09-04T11:46:05.432126
Coldreach,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/coldreach,2026-09-04T11:46:05.428124
1stCollab,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/1stcollab,2026-09-04T11:46:05.121146
Pylon,120,YC OSS Startup Directory,https://www.ycombinator.com/companies/pylon-2,2026-09-04T11:46:05.460558
Clueso,25,YC OSS Startup Directory,https://www.ycombinator.com/companies/clueso,2026-09-04T11:46:05.455125
Epsilon,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/epsilon,2026-09-04T11:46:05.483560
Helios,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/helios,2026-09-04T11:46:05.499535
Trigger.dev,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/trigger-dev,2026-09-04T11:46:04.352504
DAGWorks Inc.,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/dagworks-inc,2026-09-04T11:46:05.507050
Cerrion,16,YC OSS Startup Directory,https://www.ycombinator.com/companies/cerrion,2026-09-04T11:46:03.106607
Corgi Labs,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/corgi-labs,2026-09-04T11:46:05.526566
PlayAI,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/playai,2026-09-04T11:46:05.487567
Maxi,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/maxi,2026-09-04T11:46:05.547185
OpenInt,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/openint,2026-09-04T11:46:05.537189
Hindsight,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/hindsight,2026-09-04T11:46:05.564614
Berry,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/berry,2026-09-04T11:46:05.573041
Decohere,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/decohere,2026-09-04T11:46:05.631451
Interlock,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/interlock,2026-09-04T11:46:05.673724
rex.fit,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/rex-fit,2026-09-04T11:46:05.684733
Benchmark,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/benchmark,2026-09-04T11:46:05.686762
Persist AI,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/persist-ai,2026-09-04T11:46:05.640449
Verata,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/verata,2026-09-04T11:46:05.699064
Fabius,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/fabius,2026-09-04T11:46:05.731379
Vocode,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/vocode,2026-09-04T11:46:05.633448
Metal,17,YC OSS Startup Directory,https://www.ycombinator.com/companies/metal,2026-09-04T11:46:05.739378
Vector,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/vector,2026-09-04T11:46:05.725377
Sota2,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/sota2,2026-09-04T11:46:01.590110
Luca,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/luca,2026-09-04T11:46:05.719379
Kyber,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/kyber,2026-09-04T11:46:05.768395
Conduit,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/conduit,2026-09-04T11:46:05.785395
Persana AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/persana-ai,2026-09-04T11:46:05.789403
Frigade,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/frigade,2026-09-04T11:46:05.092050
Lightski,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/lightski,2026-09-04T11:46:05.851803
Warp,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/warp,2026-09-04T11:46:05.875803
Upfront,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/upfront,2026-09-04T11:46:05.884808
Adri AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/adri-ai,2026-09-04T11:46:05.850802
Second,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/second,2026-09-04T11:46:05.906561
Vendora,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/vendora,2026-09-04T11:46:05.847801
Vaero,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/vaero,2026-09-04T11:46:05.927566
Yuma AI,26,YC OSS Startup Directory,https://www.ycombinator.com/companies/yuma-ai,2026-09-04T11:46:05.916582
Automat,,YC OSS Startup Directory,https://www.ycombinator.com/companies/automat,2026-09-04T11:46:05.941615
Fetchr,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/fetchr,2026-09-04T11:46:05.957618
Branch AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/branch-ai,2026-09-04T11:46:05.986509
kapa.ai,22,YC OSS Startup Directory,https://www.ycombinator.com/companies/kapa-ai,2026-09-04T11:46:05.983510
Ora AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/ora-ai,2026-09-04T11:46:05.995515
LiteLLM,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/litellm,2026-09-04T11:46:05.911564
Metoro,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/metoro,2026-09-04T11:46:06.019702
Kino AI,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/kino-ai,2026-09-04T11:46:05.997515
Elyos AI,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/elyos-ai,2026-09-04T11:46:06.061786
Remy,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/remy,2026-09-04T11:46:06.113997
Xeol,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/xeol,2026-09-04T11:46:06.050785
Magic Loops,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/magic-loops,2026-09-04T11:46:06.104918
Hyperbound,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/hyperbound,2026-09-04T11:46:06.121012
Sohar Health,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/sohar-health,2026-09-04T11:46:06.147420
Diligent,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/diligent,2026-09-04T11:46:06.156419
Clearest Health,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/clearest-health,2026-09-04T11:46:06.089978
Lume,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/lume-2,2026-09-04T11:46:04.462257
PropRise,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/proprise,2026-09-04T11:46:06.200428
Pointhound,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/pointhound,2026-09-04T11:46:06.188415
Accend,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/accend,2026-09-04T11:46:06.199425
Cedana,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/cedana,2026-09-04T11:46:06.236876
Readily,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/readily,2026-09-04T11:46:06.203937
Deasy Labs,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/deasy-labs,2026-09-04T11:46:06.245944
Atla,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/atla,2026-09-04T11:46:06.286944
Talc,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/talc,2026-09-04T11:46:06.318013
Contour,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/contour,2026-09-04T11:46:06.322024
Lifelike,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/lifelike,2026-09-04T11:46:06.248948
Prosper,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/prosper,2026-09-04T11:46:06.344921
CodeParrot AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/codeparrot-ai,2026-09-04T11:46:06.345921
OpenTools,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/opentools,2026-09-04T11:46:06.306901
Synch,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/synch,2026-09-04T11:46:06.369084
CORE,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/heysol,2026-09-04T11:46:06.356083
GreenTally,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/greentally,2026-09-04T11:46:06.400204
SID,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/sid,2026-09-04T11:46:06.436266
Baud,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/baud,2026-09-04T11:46:06.451368
Spine AI,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/spine-ai,2026-09-04T11:46:06.470269
Casca,40,YC OSS Startup Directory,https://www.ycombinator.com/companies/casca,2026-09-04T11:46:06.231874
Campfire,105,YC OSS Startup Directory,https://www.ycombinator.com/companies/campfire-2,2026-09-04T11:46:06.474266
Venta AI,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/venta-ai,2026-09-04T11:46:06.498428
Alguna,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/alguna,2026-09-04T11:46:06.481418
Parea,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/parea,2026-09-04T11:46:06.534467
Kite,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/kite,2026-09-04T11:46:06.553465
Punchcard,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/punchcard,2026-09-04T11:46:06.562485
Docsum,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/docsum,2026-09-04T11:46:06.566845
Arcimus,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/arcimus,2026-09-04T11:46:06.573854
Serra,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/serra,2026-09-04T11:46:06.605374
Shasta Health,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/shasta-health,2026-09-04T11:46:06.619837
Outset,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/outset,2026-09-04T11:46:06.634586
FleetWorks,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/fleetworks,2026-09-04T11:46:06.649588
Repaint,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/repaint,2026-09-04T11:46:06.665587
Health Harbor,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/health-harbor,2026-09-04T11:46:06.652592
Hadrius,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/hadrius,2026-09-04T11:46:06.681623
Cardinal Gray,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/cardinal-gray,2026-09-04T11:46:06.694475
Skyvern,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/skyvern,2026-09-04T11:46:06.715765
Decoda Health,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/decoda-health,2026-09-04T11:46:06.724862
Corgea,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/corgea,2026-09-04T11:46:06.604366
Numen,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/numen,2026-09-04T11:46:06.748167
VetRec,45,YC OSS Startup Directory,https://www.ycombinator.com/companies/vetrec,2026-09-04T11:46:06.768153
Lysto,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/lysto,2026-09-04T11:46:06.778137
Type,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/type,2026-09-04T11:46:06.764136
Obento Health,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/obento-health,2026-09-04T11:46:06.731136
Epsilla,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/epsilla,2026-09-04T11:46:06.801151
Sidenote,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/sidenote,2026-09-04T11:46:06.808691
Unhaze,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/unhaze,2026-09-04T11:46:06.847943
Surface Labs,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/surface-labs,2026-09-04T11:46:06.870279
Maven Bio,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/maven-bio,2026-09-04T11:46:06.876274
Mandel AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/mandel-ai,2026-09-04T11:46:06.882350
MediSearch,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/medisearch,2026-09-04T11:46:06.883343
Empirical Health,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/empirical-health,2026-09-04T11:46:06.937040
Indexical,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/indexical,2026-09-04T11:46:06.900285
Midrender,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/midrender,2026-09-04T11:46:06.948040
Guac,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/guac,2026-09-04T11:46:06.972051
Rimward,1,YC OSS Startup Directory,https://www.ycombinator.com/companies/rimward,2026-09-04T11:46:06.986640
AgentCollect,42,YC OSS Startup Directory,https://www.ycombinator.com/companies/agentcollect,2026-09-04T11:46:06.978636
Glade,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/glade,2026-09-04T11:46:06.995639
Dialtone,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/dialtone,2026-09-04T11:46:07.024243
Studdy,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/studdy,2026-09-04T11:46:07.048258
Continue,,YC OSS Startup Directory,https://www.ycombinator.com/companies/continue,2026-09-04T11:46:06.982639
Pincites,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/pincites,2026-09-04T11:46:07.079241
Trainy,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/trainy,2026-09-04T11:46:07.108293
sizeless,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/sizeless,2026-09-04T11:46:07.102250
Khoj,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/khoj,2026-09-04T11:46:07.114350
Gleam,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/gleam,2026-09-04T11:46:07.072242
Energent AI,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/energent-ai,2026-09-04T11:46:07.141329
Slicker,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/slicker,2026-09-04T11:46:07.110815
Rankai,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/rankai,2026-09-04T11:46:07.169334
Bolto,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/bolto,2026-09-04T11:46:07.138332
Vango AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/vango-ai,2026-09-04T11:46:07.187333
Demospace,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/demospace,2026-09-04T11:46:04.447258
Flint,18,YC OSS Startup Directory,https://www.ycombinator.com/companies/flint-2,2026-09-04T11:46:07.185332
Baserun,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/baserun,2026-09-04T11:46:07.253939
DisputeNinja,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/disputeninja,2026-09-04T11:46:07.264937
Pier,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/pier,2026-09-04T11:46:05.755379
Chatter,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/chatter,2026-09-04T11:46:07.278086
Silimate,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/silimate,2026-09-04T11:46:07.285087
Sola,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/sola,2026-09-04T11:46:07.249941
Inari,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/inari,2026-09-04T11:46:07.354063
VectorShift,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/vectorshift,2026-09-04T11:46:07.344076
Andromeda Surgical,12,YC OSS Startup Directory,https://www.ycombinator.com/companies/andromeda-surgical,2026-09-04T11:46:07.309643
Langdock,55,YC OSS Startup Directory,https://www.ycombinator.com/companies/langdock,2026-09-04T11:46:07.364064
Inventive AI,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/inventive-ai,2026-09-04T11:46:07.355061
Sweep,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/sweep,2026-09-04T11:46:07.296089
sudocode,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/sudocode,2026-09-04T11:46:07.313375
Elythea,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/elythea,2026-09-04T11:46:07.413704
Cedalio,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/cedalio,2026-09-04T11:46:07.431726
Fiber AI,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/fiber-ai,2026-09-04T11:46:07.443732
HappyRobot,80,YC OSS Startup Directory,https://www.ycombinator.com/companies/happyrobot,2026-09-04T11:46:07.446730
Bronco AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/bronco-ai,2026-09-04T11:46:06.589861
Bretton AI,34,YC OSS Startup Directory,https://www.ycombinator.com/companies/bretton-ai,2026-09-04T11:46:07.464729
Minded,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/minded,2026-09-04T11:46:07.461727
Quill Bills,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/quill-bills,2026-09-04T11:46:07.468724
Movley,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/movley,2026-09-04T11:46:07.437728
Webhound,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/webhound,2026-09-04T11:46:07.543064
dili,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/dili,2026-09-04T11:46:07.566344
Cair Health,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/cair-health,2026-09-04T11:46:07.482728
Terracotta AI,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/terracotta-ai,2026-09-04T11:46:07.478729
Roame,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/roame,2026-09-04T11:46:07.591343
FlowiseAI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/flowiseai,2026-09-04T11:46:07.635476
AiSDR,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/aisdr,2026-09-04T11:46:07.640479
Kips Health,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/kips-health,2026-09-04T11:46:07.670522
Giga,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/giga,2026-09-04T11:46:07.671523
Inconvo,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/inconvo,2026-09-04T11:46:07.599351
Simbie AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/simbie-ai,2026-09-04T11:46:07.683520
Foundation,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/foundation-2,2026-09-04T11:46:07.714657
Twine,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/twine,2026-09-04T11:46:07.676525
Morph,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/morph,2026-09-04T11:46:07.720181
goodfin,8,YC OSS Startup Directory,https://www.ycombinator.com/companies/goodfin,2026-09-04T11:46:07.729190
Structured Labs,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/structured-labs,2026-09-04T11:46:07.708586
truemetrics,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/truemetrics,2026-09-04T11:46:07.750188
Mocha,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/mocha,2026-09-04T11:46:07.695554
Constructable,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/constructable,2026-09-04T11:46:07.764189
Catamaran,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/catamaran,2026-09-04T11:46:07.805194
Wattson Health,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/wattson-health,2026-09-04T11:46:07.771191
Orbio Earth,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/orbio-earth,2026-09-04T11:46:07.828118
jo,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/jo,2026-09-04T11:46:07.797195
Rollstack,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/rollstack-2,2026-09-04T11:46:07.842119
Goldbridge,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/goldbridge,2026-09-04T11:46:07.862116
Cognitio Labs,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/cognitio-labs,2026-09-04T11:46:07.808708
Nowadays,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/nowadays,2026-09-04T11:46:07.871117
Onyx,20,YC OSS Startup Directory,https://www.ycombinator.com/companies/onyx,2026-09-04T11:46:07.874115
Letterbook,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/letterbook,2026-09-04T11:46:07.900146
Event Horizon Labs,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/event-horizon-labs,2026-09-04T11:46:07.905146
Navier AI,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/navier-ai,2026-09-04T11:46:07.936393
OpenPipe,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/openpipe,2026-09-04T11:46:07.946395
ego,9,YC OSS Startup Directory,https://www.ycombinator.com/companies/ego,2026-09-04T11:46:07.985593
Cora,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/cora,2026-09-04T11:46:07.988599
Scritch,,YC OSS Startup Directory,https://www.ycombinator.com/companies/scritch,2026-09-04T11:46:08.005643
Legora,400,YC OSS Startup Directory,https://www.ycombinator.com/companies/legora,2026-09-04T11:46:07.973902
RadMate AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/radmate-ai,2026-09-04T11:46:08.044215
DryMerge,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/drymerge,2026-09-04T11:46:07.962396
Subsets,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/subsets,2026-09-04T11:46:08.055205
Ubicloud,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/ubicloud,2026-09-04T11:46:08.049208
Greptile,35,YC OSS Startup Directory,https://www.ycombinator.com/companies/greptile,2026-09-04T11:46:08.059212
CodeStory,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/codestory,2026-09-04T11:46:07.817244
Duckie,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/duckie,2026-09-04T11:46:08.107460
ion design,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/ion-design,2026-09-04T11:46:08.108980
Upsolve AI,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/upsolve-ai,2026-09-04T11:46:07.891138
Concourse,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/concourse,2026-09-04T11:46:08.185032
Sonia,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/sonia,2026-09-04T11:46:08.135845
Precip,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/precip,2026-09-04T11:46:08.204605
Kabilah,,YC OSS Startup Directory,https://www.ycombinator.com/companies/kabilah,2026-09-04T11:46:08.225638
Happenstance,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/happenstance,2026-09-04T11:46:08.132844
Nuanced,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/nuanced,2026-09-04T11:46:08.216640
Andon Labs,11,YC OSS Startup Directory,https://www.ycombinator.com/companies/andon-labs,2026-09-04T11:46:08.262636
Quary,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/quary,2026-09-04T11:46:08.291576
Saga AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/saga-ai,2026-09-04T11:46:08.298579
Reducto,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/reducto,2026-09-04T11:46:08.304579
Malloc Inc,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/malloc-inc,2026-09-04T11:46:07.291091
Pretzel AI,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/pretzel-ai,2026-09-04T11:46:08.336513
Poka Labs,5,YC OSS Startup Directory,https://www.ycombinator.com/companies/poka-labs,2026-09-04T11:46:08.233639
Pivot Robotics,7,YC OSS Startup Directory,https://www.ycombinator.com/companies/pivot-robotics,2026-09-04T11:46:08.382649
Agentic Labs,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/agentic-labs-2,2026-09-04T11:46:08.388614
Keystroke,4,YC OSS Startup Directory,https://www.ycombinator.com/companies/keystroke,2026-09-04T11:46:08.386612
nCompass Technologies,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/ncompass-technologies,2026-09-04T11:46:08.414185
Alex,30,YC OSS Startup Directory,https://www.ycombinator.com/companies/alex-com,2026-09-04T11:46:08.356616
Basalt,6,YC OSS Startup Directory,https://www.ycombinator.com/companies/basalt,2026-09-04T11:46:08.420190
Vizly,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/vizly,2026-09-04T11:46:06.896281
Leaping,2,YC OSS Startup Directory,https://www.ycombinator.com/companies/leaping,2026-09-04T11:46:08.417189
Momentic,15,YC OSS Startup Directory,https://www.ycombinator.com/companies/momentic,2026-09-04T11:46:08.480080
CustomerOS,10,YC OSS Startup Directory,https://www.ycombinator.com/companies/customeros,2026-09-04T11:46:08.499095
AveryIQ,3,YC OSS Startup Directory,https://www.ycombinator.com/companies/averyiq,2026-09-04T11:46:08.441191
