startupName,pricingModel,source.name,source.url,collectedAt
Stratum Industries,ENTERPRISE,YC OSS Startup Directory (product surface),https://stratumindustries.co/,2026-09-04T10:31:05.619015
Rasyn,PAID,YC OSS Startup Directory (product surface),https://www.rasyn.ai/pricing,2026-09-04T10:31:05.587614
Vendo,FREEMIUM,YC OSS Startup Directory (product surface),https://vendo.run/,2026-09-04T10:31:06.301228
Almanac,PAID,YC OSS Startup Directory (product surface),https://usealmanac.com/pricing,2026-09-04T10:31:06.660855
Qlo,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getqlo.com/,2026-09-04T10:31:06.664321
Rational,ENTERPRISE,YC OSS Startup Directory (product surface),https://rational.to/,2026-09-04T10:31:06.911836
COACH,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getcoach.com/,2026-09-04T10:31:06.950764
screenpipe,PAID,YC OSS Startup Directory (product surface),https://screenpipe.com/onboarding,2026-09-04T10:31:07.229343
Agnost AI,FREEMIUM,YC OSS Startup Directory (product surface),https://agnost.ai/,2026-09-04T10:31:07.261383
Alkera AI,FREEMIUM,YC OSS Startup Directory (product surface),https://alkera.ai/pricing,2026-09-04T10:31:07.227142
Financial Datasets,ENTERPRISE,YC OSS Startup Directory (product surface),https://financialdatasets.ai/,2026-09-04T10:31:07.940244
Executor,FREEMIUM,YC OSS Startup Directory (product surface),https://executor.sh/,2026-09-04T10:31:07.946816
Palisade,ENTERPRISE,YC OSS Startup Directory (product surface),https://palisade-ai.com/,2026-09-04T10:31:07.977898
Mireye,FREEMIUM,YC OSS Startup Directory (product surface),https://www.mireye.com/,2026-09-04T10:31:07.969897
Touchy,PAID,YC OSS Startup Directory (product surface),https://touchyapp.com/,2026-09-04T10:31:08.011903
Inkbox,FREEMIUM,YC OSS Startup Directory (product surface),https://inkbox.ai/pricing,2026-09-04T10:31:08.194957
Decawork,ENTERPRISE,YC OSS Startup Directory (product surface),https://decawork.ai/,2026-09-04T10:31:08.192953
Agent FM,FREE,YC OSS Startup Directory (product surface),https://www.agentfm.ai/,2026-09-04T10:31:08.236394
PRINCEPS,ENTERPRISE,YC OSS Startup Directory (product surface),https://princeps.dev/,2026-09-04T10:31:08.343612
OneCLI,FREEMIUM,YC OSS Startup Directory (product surface),https://onecli.sh/,2026-09-04T10:31:08.400373
Allia Health,ENTERPRISE,YC OSS Startup Directory (product surface),https://allia.health/,2026-09-04T10:31:08.737235
OpenRelay,FREEMIUM,YC OSS Startup Directory (product surface),https://www.openrelay.inc/,2026-09-04T10:31:08.740234
TovenAI,ENTERPRISE,YC OSS Startup Directory (product surface),https://toven.ai/,2026-09-04T10:31:08.746337
hardware intelligence,ENTERPRISE,YC OSS Startup Directory (product surface),https://hardwareintelligence.ai/,2026-09-04T10:31:08.899650
Care GP,ENTERPRISE,YC OSS Startup Directory (product surface),https://caregp.com.au/pricing,2026-09-04T10:31:08.883639
HyperProbe,ENTERPRISE,YC OSS Startup Directory (product surface),https://hyperprobe.co/,2026-09-04T10:31:08.914654
Billow AI Labs,ENTERPRISE,YC OSS Startup Directory (product surface),https://thebillow.ai/,2026-09-04T10:31:08.762010
Experiential Labs,PAID,YC OSS Startup Directory (product surface),https://experientiallabs.ai/,2026-09-04T10:31:09.449914
Robocurve,FREE,YC OSS Startup Directory (product surface),https://robocurve.org/,2026-09-04T10:31:09.475541
CarSignal,PAID,YC OSS Startup Directory (product surface),https://www.trycarsignal.com/,2026-09-04T10:31:09.439171
OnePatch,ENTERPRISE,YC OSS Startup Directory (product surface),https://onepatch.dev/,2026-09-04T10:31:09.613883
Pennant,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.getpennant.ai/,2026-09-04T10:31:09.953173
Lantern AI,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.lantern.md/,2026-09-04T10:31:10.137110
OpenTag,ENTERPRISE,YC OSS Startup Directory (product surface),https://www.tryopentag.com/,2026-09-04T10:31:10.289443
